date,City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,fire_count_all_india,temperature_celsius,wind_kph,humidity,z_score_pm25,is_anomaly_pm25,iforest_score,iforest_label
2015-12-06,Delhi,241.4,22.2,102.0,112.9,74.6,4.3,7.13,13.8,62.7,12.05,17.03,7.49,476.2,Severe,0.0,,,,-0.0811082525296854,False,-0.0780014294202917,False
2015-12-07,Delhi,11.1,297.6,143.5,85.6,246.0,49.8,6.48,46.1,124.6,9.57,24.64,3.17,257.6,Satisfactory,0.0,,,,-1.7045621692163078,False,-0.1095342791312888,False
2015-12-08,Delhi,363.8,331.2,4.8,105.2,194.2,4.7,4.89,48.4,55.3,6.07,14.5,5.15,342.8,Satisfactory,0.0,,,,0.7817261348018064,False,-0.1424458044307341,False
2015-12-09,Delhi,404.3,22.6,178.8,89.9,27.5,33.4,4.57,12.4,175.1,9.55,6.18,8.97,118.7,Good,0.0,,,,1.067222807080609,False,-0.0825438335376576,False
2015-12-10,Delhi,50.3,539.3,192.8,91.1,18.5,0.8,6.58,47.6,40.2,14.18,6.87,0.82,267.2,Satisfactory,0.0,,,,-1.4282295876526274,False,-0.1057933546775601,False
2015-12-11,Delhi,163.1,573.4,123.6,113.6,63.3,15.2,5.3,67.7,74.3,7.0,2.91,3.59,89.2,Satisfactory,0.0,,,,-0.633068485602037,False,-0.099947262883292,False
2015-12-12,Delhi,393.4,145.0,152.4,70.0,9.0,28.1,7.48,79.4,33.7,9.66,22.88,4.88,254.2,Good,0.0,,,,0.9903854310845852,False,-0.1115170300312808,False
2015-12-13,Delhi,455.1,381.2,110.2,109.1,28.9,45.5,5.65,13.6,8.8,14.19,0.78,3.23,492.1,Severe,0.0,,,,1.4253272750253785,False,-0.0694694826051451,False
2015-12-14,Delhi,264.9,15.5,136.3,130.5,167.4,8.3,5.13,69.7,146.8,1.95,20.54,5.92,314.9,Severe,0.0,,,,0.0845503103975207,False,-0.0979859686672967,False
2015-12-15,Delhi,216.9,514.4,191.7,61.9,194.4,42.2,9.78,64.1,144.6,7.02,12.96,1.67,367.8,Poor,0.0,,,,-0.2538161160069857,False,-0.0914743821773905,False
2015-12-16,Delhi,135.8,374.0,143.6,102.1,202.3,16.5,8.64,90.9,40.4,14.27,8.64,8.87,390.6,Poor,0.0,,,,-0.8255143906196,False,-0.090461148165737,False
2015-12-17,Delhi,246.6,0.7,60.7,30.4,109.9,47.3,7.54,81.0,185.1,6.19,9.96,0.7,207.4,Satisfactory,0.0,,,,-0.0444518896691973,False,-0.0829606642435378,False
2015-12-18,Delhi,444.0,205.9,41.4,34.0,68.7,40.6,2.57,6.7,178.6,2.48,17.01,0.15,305.2,Very Poor,0.0,,,,1.3470800389193365,False,-0.0921304385259145,False
2015-12-19,Delhi,374.7,316.5,184.6,32.0,219.7,31.4,1.11,1.9,157.1,5.68,18.6,5.56,169.2,Severe,0.0,,,,0.8585635107978297,False,-0.0831763741516066,False
2015-12-20,Delhi,139.8,86.5,12.0,72.7,125.7,5.7,2.47,29.9,173.9,9.84,10.54,5.8,387.6,Good,0.0,,,,-0.7973171884192244,False,-0.0924201142607885,False
2015-12-21,Delhi,46.8,2.7,49.3,2.8,189.9,17.3,7.53,73.2,193.0,9.46,15.84,4.52,349.6,Good,0.0,,,,-1.452902139577956,False,-0.0214423916831082,False
2015-12-22,Delhi,392.9,544.6,102.0,55.0,124.3,24.6,8.8,42.3,71.1,17.38,20.84,6.75,297.3,Good,0.0,,,,0.9868607808095384,False,-0.1003715088950391,False
2015-12-23,Delhi,420.7,244.4,9.7,37.7,72.8,35.7,5.98,4.1,120.7,18.94,5.03,9.46,288.3,Very Poor,0.0,,,,1.1828313361021483,False,-0.1058011272466499,False
2015-12-24,Delhi,114.4,84.9,10.7,22.8,17.2,14.9,1.47,46.0,145.7,2.42,13.81,1.42,144.5,Severe,0.0,,,,-0.9763694223916092,False,-0.0905689758217054,False
2015-12-25,Delhi,398.4,38.6,153.1,125.4,20.3,43.5,7.75,95.8,89.9,15.59,17.24,2.63,360.8,Poor,0.0,,,,1.0256319338350548,False,-0.0680010898076208,False
2015-12-26,Delhi,323.5,151.3,167.5,30.0,34.6,2.8,7.36,59.6,193.8,16.84,12.99,7.69,272.6,Satisfactory,0.0,,,,0.4976393226330227,False,-0.1037067817751803,False
2015-12-27,Delhi,99.7,303.4,99.1,115.7,88.5,1.6,7.64,65.7,61.0,4.53,24.72,6.11,423.2,Satisfactory,0.0,,,,-1.0799941404779894,False,-0.1167647409744283,False
2015-12-28,Delhi,242.9,254.4,154.2,43.4,4.6,4.0,9.9,3.6,75.7,5.1,27.79,8.82,329.5,Poor,0.0,,,,-0.0705343017045446,False,-0.0753801935549501,False
2015-12-29,Delhi,176.2,378.8,26.8,102.2,219.6,20.9,7.29,22.8,195.1,1.21,7.29,2.11,246.4,Poor,0.0,,,,-0.5407226483958071,False,-0.1010867629474329,False
2015-12-30,Delhi,356.6,403.6,184.0,14.5,91.6,42.6,0.64,78.2,92.6,16.21,27.38,5.17,40.0,Severe,0.0,,,,0.7309711708411305,False,-0.068848308014596,False
2015-12-31,Delhi,199.2,353.6,118.1,87.2,114.5,33.9,4.65,99.5,158.7,18.91,28.68,4.52,448.2,Good,0.0,,,,-0.3785887357436476,False,-0.0938498283489498,False
2016-01-01,Delhi,195.4,42.3,157.9,73.6,80.9,6.1,4.02,97.2,94.1,11.91,5.46,1.08,380.6,Very Poor,0.0,,,,-0.4053760778340043,False,-0.0927405753628857,False
2016-01-02,Delhi,294.0,360.0,137.4,92.8,189.7,45.1,9.02,31.7,167.7,1.38,24.28,9.94,245.5,Very Poor,0.0,,,,0.289684956405253,False,-0.1171977790567127,False
2016-01-03,Delhi,420.7,169.1,0.8,54.1,40.4,46.9,7.29,62.8,118.6,3.21,9.56,4.58,320.0,Poor,0.0,,,,1.1828313361021483,False,-0.1268339808239844,False
2016-01-04,Delhi,2.8,582.8,59.9,23.6,170.4,5.8,6.05,69.3,16.4,16.26,12.92,0.17,376.5,Very Poor,0.0,,,,-1.763071363782087,False,-0.0515231811627899,False
2016-01-05,Delhi,53.1,286.2,106.3,72.2,226.3,29.1,6.37,77.1,167.6,10.67,8.32,4.28,53.6,Good,0.0,,,,-1.4084915461123646,False,-0.0892919947363985,False
2016-01-06,Delhi,303.7,367.8,182.6,26.2,227.1,7.8,5.12,0.7,11.6,5.09,29.75,6.86,55.6,Satisfactory,0.0,,,,0.3580631717411636,False,-0.0666918513283978,False
2016-01-07,Delhi,184.9,26.4,47.0,77.8,136.5,31.7,0.19,7.1,93.8,10.01,2.14,4.13,153.5,Very Poor,0.0,,,,-0.4793937336099901,False,-0.0655129331775367,False
2016-01-08,Delhi,49.0,504.4,78.5,96.8,52.5,26.2,1.65,98.9,80.2,0.51,18.75,5.81,471.3,Satisfactory,0.0,,,,-1.4373936783677494,False,-0.0428911448747385,False
2016-01-09,Delhi,455.4,162.7,196.2,71.0,88.0,15.3,6.21,13.3,106.7,9.37,18.17,9.77,359.7,Severe,0.0,,,,1.4274420651904065,False,-0.1144285630125834,False
2016-01-10,Delhi,64.1,548.9,92.0,0.9,246.6,16.3,3.24,18.0,64.5,0.41,11.08,9.34,335.4,Very Poor,0.0,,,,-1.330949240061332,False,-0.0511024026303621,False
2016-01-11,Delhi,13.9,353.0,48.7,109.1,232.5,48.9,7.23,97.3,49.6,5.84,18.74,5.68,80.4,Satisfactory,0.0,,,,-1.684824127676045,False,-0.0570452010409693,False
2016-01-12,Delhi,135.4,183.8,76.1,43.0,241.0,9.4,2.17,33.9,75.0,8.3,3.02,5.9,220.1,Good,0.0,,,,-0.8283341108396376,False,-0.1223401341947391,False
2016-01-13,Delhi,67.3,417.2,9.5,75.8,198.2,24.1,7.86,24.5,95.0,2.07,21.38,3.68,472.0,Satisfactory,0.0,,,,-1.3083914783010313,False,-0.0885010410304584,False
2016-01-14,Delhi,244.0,409.8,79.7,31.1,129.4,13.7,0.25,28.7,161.7,8.16,28.37,9.77,423.5,Satisfactory,0.0,,,,-0.0627800710994413,False,-0.0869894067538792,False
2016-01-15,Delhi,195.0,278.0,187.8,45.3,243.0,22.4,3.1,5.6,89.9,10.92,26.95,8.03,119.1,Moderate,0.0,,,,-0.4081957980540419,False,-0.1024160457046403,False
2016-01-16,Delhi,125.9,297.1,10.4,76.5,76.2,7.5,1.88,17.6,81.3,14.19,6.21,5.31,174.6,Satisfactory,0.0,,,,-0.8953024660655294,False,-0.1244161764673158,False
2016-01-17,Delhi,157.9,217.6,175.7,42.2,141.3,4.5,4.28,49.5,171.0,8.16,8.83,5.76,95.7,Severe,0.0,,,,-0.6697248484625251,False,-0.1143769215939676,False
2016-01-18,Delhi,28.8,265.2,116.7,140.2,74.4,29.9,5.33,34.7,29.9,17.97,20.55,9.45,406.8,Poor,0.0,,,,-1.579789549479646,False,-0.0840849244269041,False
2016-01-19,Delhi,92.4,339.1,95.7,147.3,82.2,27.5,3.06,94.2,82.8,19.33,20.42,3.4,421.7,Severe,0.0,,,,-1.1314540344936748,False,-0.0695842911353714,False
2016-01-20,Delhi,368.1,87.2,164.0,122.0,167.1,40.1,1.94,83.3,102.8,2.36,5.38,6.42,292.4,Good,0.0,,,,0.8120381271672102,False,-0.0995885427100207,False
2016-01-21,Delhi,247.4,203.7,35.3,6.3,180.9,46.3,2.88,28.9,122.1,14.69,21.27,2.88,212.5,Poor,0.0,,,,-0.0388124492291221,False,-0.109832192470922,False
2016-01-22,Delhi,200.5,33.8,57.6,135.5,202.7,10.4,0.46,20.9,135.7,2.55,9.55,3.86,134.5,Very Poor,0.0,,,,-0.3694246450285255,False,-0.0644520730886923,False
2016-01-23,Delhi,401.0,212.8,22.9,95.3,52.3,26.5,6.82,49.3,115.1,16.95,15.88,0.9,162.2,Satisfactory,0.0,,,,1.043960115265299,False,-0.1369294499243561,False
2016-01-24,Delhi,216.5,471.4,22.4,75.4,99.1,3.7,8.67,53.3,105.5,9.87,12.61,0.94,354.1,Poor,0.0,,,,-0.2566358362270233,False,-0.1212701785655298,False
2016-01-25,Delhi,224.8,501.0,144.2,117.2,230.3,47.9,8.05,2.6,105.9,7.8,7.3,5.32,16.2,Satisfactory,0.0,,,,-0.1981266416612439,False,-0.0617082668518733,False
2016-01-26,Delhi,435.9,76.4,177.4,129.4,152.0,3.6,0.76,48.3,61.9,8.46,19.87,3.41,460.2,Satisfactory,0.0,,,,1.2899807044635756,False,-0.0631753649206913,False
2016-01-27,Delhi,33.7,226.0,196.4,77.8,172.4,40.7,2.42,58.9,105.1,4.47,0.92,1.63,255.5,Good,0.0,,,,-1.545247976784186,False,-0.1169706128734378,False
2016-01-28,Delhi,203.7,8.0,151.4,11.7,44.3,17.1,1.62,42.9,196.6,17.14,26.24,6.85,125.0,Very Poor,0.0,,,,-0.3468668832682251,False,-0.0444054303168763,False
2016-01-29,Delhi,128.1,153.9,162.1,80.2,69.4,11.2,9.46,18.0,102.0,2.08,13.57,4.67,222.3,Poor,0.0,,,,-0.879794004855323,False,-0.0932791694631155,False
2016-01-30,Delhi,143.5,381.1,110.4,117.7,200.8,9.0,8.47,75.3,133.4,16.93,28.52,7.53,253.3,Satisfactory,0.0,,,,-0.771234776383877,False,-0.1101186919694861,False
2016-01-31,Delhi,185.6,594.4,11.6,106.9,245.6,3.3,9.28,33.7,141.2,2.6,15.59,7.48,143.5,Satisfactory,0.0,,,,-0.4744592232249244,False,-0.0710612448662026,False
2016-02-01,Delhi,202.5,539.9,37.9,101.0,161.4,34.5,9.67,96.7,54.8,17.58,26.03,6.64,457.8,Satisfactory,0.0,,,,-0.3553260439283377,False,-0.0456436344792969,False
2016-02-02,Delhi,252.1,239.3,57.3,1.9,157.2,41.6,7.82,61.8,134.7,19.17,26.21,2.38,19.3,Very Poor,0.0,,,,-0.0056807366436809,False,-0.0711910876714145,False
2016-02-03,Delhi,478.2,474.4,146.7,115.9,135.8,43.5,9.67,25.1,97.6,14.77,29.09,0.1,158.5,Moderate,0.0,,,,1.588166117732547,False,-0.0700671137439662,False
2016-02-04,Delhi,446.5,82.0,91.1,129.3,9.2,16.8,8.8,40.2,83.6,18.89,16.2,5.52,245.7,Good,0.0,,,,1.3647032902945708,False,-0.0871301756731655,False
2016-02-05,Delhi,486.9,87.5,68.0,20.0,242.7,6.4,3.92,93.6,152.3,8.22,17.69,4.78,108.5,Good,0.0,,,,1.6494950325183635,False,-0.0539143999517043,False
2016-02-06,Delhi,437.0,175.3,113.3,104.8,45.1,8.1,5.79,54.1,176.5,3.45,27.64,4.73,173.5,Very Poor,0.0,,,,1.2977349350686789,False,-0.1149355679419558,False
2016-02-07,Delhi,39.5,240.2,196.5,62.1,84.5,2.4,9.89,8.3,55.0,13.38,16.75,3.5,349.0,Moderate,0.0,,,,-1.5043620335936414,False,-0.0678841780685873,False
2016-02-08,Delhi,64.2,212.9,82.8,74.6,182.0,33.6,0.81,79.8,70.1,10.23,1.95,5.73,292.8,Satisfactory,0.0,,,,-1.3302443100063224,False,-0.0939150634382742,False
2016-02-09,Delhi,442.4,368.4,27.2,89.0,230.5,23.4,9.64,66.4,20.3,3.41,6.93,8.88,37.4,Good,0.0,,,,1.3358011580391858,False,-0.0730395933026694,False
2016-02-10,Delhi,317.1,233.1,56.3,62.1,72.7,36.8,0.5,61.3,3.5,4.78,29.09,2.91,197.1,Very Poor,0.0,,,,0.4525237991124219,False,-0.0969346104685579,False
2016-02-11,Delhi,87.0,339.8,99.0,136.1,190.7,34.0,9.57,79.7,169.8,14.42,17.9,6.27,288.2,Moderate,0.0,,,,-1.169520257464182,False,-0.0745493971218196,False
2016-02-12,Delhi,255.9,403.4,127.1,118.2,130.1,39.4,9.64,72.5,99.5,3.16,13.2,5.54,358.0,Very Poor,0.0,,,,0.0211066054466759,False,-0.1084848889239858,False
2016-02-13,Delhi,275.3,41.9,42.2,3.7,3.3,4.9,5.72,88.7,94.5,0.68,20.6,4.81,50.1,Severe,0.0,,,,0.1578630361184973,False,-0.0702429081095901,False
2016-02-14,Delhi,43.7,272.8,122.1,51.6,180.5,26.6,4.72,81.7,149.8,1.81,19.44,8.29,31.8,Very Poor,0.0,,,,-1.4747549712832473,False,-0.0878944977410155,False
2016-02-15,Delhi,118.8,107.9,43.8,143.9,173.7,23.8,5.14,68.2,8.5,16.61,5.99,5.05,146.1,Poor,0.0,,,,-0.945352499971196,False,-0.0623380117596986,False
2016-02-16,Delhi,375.3,522.5,12.6,53.8,12.5,24.8,1.81,49.9,111.1,2.48,15.01,6.27,6.6,Poor,0.0,,,,0.8627930911278862,False,-0.0737348533506488,False
2016-02-17,Delhi,37.6,424.4,35.0,128.7,140.7,0.5,8.19,82.0,137.7,5.54,0.14,9.94,48.1,Very Poor,0.0,,,,-1.51775570463882,False,-0.0692840832700185,False
2016-02-18,Delhi,202.4,60.0,94.1,41.9,239.3,29.6,4.51,94.8,130.9,4.65,22.06,8.2,288.0,Poor,0.0,,,,-0.3560309739833471,False,-0.0959908241071422,False
2016-02-19,Delhi,92.5,99.8,20.1,127.9,198.1,41.9,5.03,22.2,162.9,11.46,9.7,9.33,279.3,Moderate,0.0,,,,-1.1307491044386653,False,-0.0883522962362464,False
2016-02-20,Delhi,89.5,405.6,196.3,90.8,56.3,14.5,3.33,80.8,60.3,15.62,29.13,8.85,121.4,Satisfactory,0.0,,,,-1.151897006088947,False,-0.1068497102895625,False
2016-02-21,Delhi,452.0,527.8,89.7,62.2,238.5,29.9,2.23,81.2,180.1,16.21,29.03,2.32,278.3,Poor,0.0,,,,1.4034744433200872,False,-0.0837655778895055,False
2016-02-22,Delhi,109.1,148.4,152.4,118.8,115.6,24.8,2.25,6.6,39.1,12.97,15.0,8.07,465.6,Severe,0.0,,,,-1.013730715307107,False,-0.0671787289302796,False
2016-02-23,Delhi,371.6,492.9,193.7,28.3,175.3,33.8,9.64,1.4,78.3,11.57,17.22,8.74,238.4,Satisfactory,0.0,,,,0.8367106790925388,False,-0.0636540983545803,False
2016-02-24,Delhi,57.4,88.0,31.2,68.3,100.6,21.4,1.86,1.2,99.0,1.37,12.59,2.24,316.9,Good,0.0,,,,-1.3781795537469608,False,-0.0753201451282857,False
2016-02-25,Delhi,169.3,459.5,142.7,32.1,73.5,16.4,3.32,17.2,42.0,15.53,20.06,5.51,325.7,Moderate,0.0,,,,-0.5893628221914547,False,-0.1077005927274089,False
2016-02-26,Delhi,470.5,17.4,193.4,43.4,29.8,10.7,7.28,76.1,99.4,9.29,18.2,2.57,25.2,Satisfactory,0.0,,,,1.533886503496824,False,-0.0691385253709405,False
2016-02-27,Delhi,75.9,394.2,29.1,98.7,96.4,33.2,7.19,86.7,136.3,9.25,26.49,2.12,476.6,Poor,0.0,,,,-1.247767493570224,False,-0.0940398995563086,False
2016-02-28,Delhi,199.9,524.4,110.7,58.7,69.3,4.0,0.28,92.9,130.5,14.62,9.89,8.69,103.2,Moderate,0.0,,,,-0.3736542253585818,False,-0.0703147752064839,False
2016-02-29,Delhi,222.1,57.8,20.7,58.0,115.2,20.5,1.07,4.3,128.1,18.87,14.82,6.55,109.7,Severe,0.0,,,,-0.2171597531464975,False,-0.0806369936836715,False
2016-03-01,Delhi,316.5,164.6,103.8,129.9,186.2,38.8,9.4,52.7,87.1,7.38,26.29,6.62,421.5,Good,0.0,,,,0.4482942187823655,False,-0.0979364155166716,False
2016-03-02,Delhi,190.1,424.4,140.6,107.0,111.3,39.5,5.84,14.3,83.6,6.57,29.6,6.06,224.6,Satisfactory,0.0,,,,-0.442737370749502,False,-0.1225149633625008,False
2016-03-03,Delhi,257.8,467.4,59.0,123.6,8.8,27.5,6.97,87.4,36.8,6.72,15.12,5.09,324.2,Very Poor,0.0,,,,0.0345002764918543,False,-0.0964372777478571,False
2016-03-04,Delhi,389.7,422.7,103.4,92.6,153.3,11.1,6.7,55.4,162.4,2.63,22.26,1.76,58.2,Moderate,0.0,,,,0.964303019049238,False,-0.1100316076685023,False
2016-03-05,Delhi,461.7,576.2,0.6,90.4,239.7,29.8,5.27,55.6,137.4,16.78,15.92,0.91,298.2,Satisfactory,0.0,,,,1.471852658655998,False,-0.105371578263229,False
2016-03-06,Delhi,113.9,85.4,191.9,37.3,179.1,5.5,5.18,76.0,176.9,18.62,27.12,7.5,431.7,Moderate,0.0,,,,-0.9798940726666562,False,-0.0832258194217892,False
2016-03-07,Delhi,99.8,95.8,72.7,30.0,107.2,46.0,0.33,38.8,84.4,7.43,7.22,8.99,229.0,Severe,0.0,,,,-1.07928921042298,False,-0.0915410922572184,False
2016-03-08,Delhi,322.5,253.1,124.9,21.8,151.7,34.5,4.92,75.9,25.3,6.1,27.29,0.28,308.6,Good,0.0,,,,0.4905900220829288,False,-0.1059527132205589,False
2016-03-09,Delhi,157.1,326.7,2.8,26.2,38.6,25.1,4.95,53.7,12.7,6.51,29.93,0.68,322.4,Very Poor,0.0,,,,-0.6753642889026003,False,-0.1098706275242107,False
2016-03-10,Delhi,125.5,393.1,47.6,13.1,42.3,3.5,0.68,83.2,37.3,18.19,26.15,0.95,414.0,Moderate,0.0,,,,-0.8981221862855671,False,-0.0610754203759463,False
2016-03-11,Delhi,253.2,258.1,91.3,125.5,78.6,3.3,6.63,8.4,111.8,4.76,10.73,3.71,444.2,Good,0.0,,,,0.0020734939614222,False,-0.0981817083488775,False
2016-03-12,Delhi,150.4,205.1,57.1,147.2,98.3,41.3,1.66,66.8,158.6,15.13,13.44,8.63,258.3,Poor,0.0,,,,-0.7225946025882293,False,-0.0918781064044575,False
2016-03-13,Delhi,0.4,468.2,5.4,82.5,119.0,35.3,9.45,60.6,135.8,19.47,17.84,6.02,246.8,Good,0.0,,,,-1.7799896851023125,False,-0.0713089251717107,False
2016-03-14,Delhi,157.8,229.1,161.2,106.6,203.0,28.8,1.43,56.1,89.8,4.41,23.53,8.6,416.5,Good,0.0,,,,-0.6704297785175344,False,-0.1238812296396398,False
2016-03-15,Delhi,387.6,13.4,62.9,110.6,149.8,5.6,9.54,14.0,194.5,0.69,23.21,2.06,52.1,Very Poor,0.0,,,,0.949499487894041,False,-0.0338600912946397,False
2016-03-16,Delhi,299.5,26.0,129.8,22.7,110.4,38.2,1.89,92.5,160.8,0.86,13.27,6.25,303.9,Moderate,0.0,,,,0.3284561094307693,False,-0.0679249529994839,False
2016-03-17,Delhi,144.3,591.3,52.1,46.1,163.8,8.6,7.17,79.2,94.9,15.73,6.08,1.63,163.9,Satisfactory,0.0,,,,-0.7655953359438019,False,-0.0928292650321802,False
2016-03-18,Delhi,234.2,237.7,8.6,134.6,106.8,16.1,2.23,28.2,75.1,0.94,6.48,0.56,262.1,Very Poor,0.0,,,,-0.1318632164903615,False,-0.122299846126765,False
2016-03-19,Delhi,107.4,494.2,163.3,73.5,53.1,48.7,4.88,37.1,26.0,0.19,22.91,0.19,248.4,Moderate,0.0,,,,-1.0257145262422664,False,-0.1191628744570309,False
2016-03-20,Delhi,174.7,398.9,189.1,32.2,47.7,7.3,3.76,82.6,89.7,4.12,17.6,0.78,60.1,Very Poor,0.0,,,,-0.5512965992209479,False,-0.1060490633213229,False
2016-03-21,Delhi,3.8,487.1,130.5,88.3,48.5,39.7,2.05,40.1,182.6,1.14,16.85,5.59,280.6,Severe,0.0,,,,-1.7560220632319932,False,-0.0917984105454735,False
2016-03-22,Delhi,223.4,552.9,18.8,147.2,137.9,19.2,1.93,85.4,153.5,11.35,21.83,6.92,136.8,Very Poor,0.0,,,,-0.2079956624313754,False,-0.0660558952228262,False
2016-03-23,Delhi,338.7,581.4,84.6,121.8,132.9,42.9,9.57,90.9,65.3,3.7,2.68,2.51,20.7,Severe,0.0,,,,0.6047886909944497,False,-0.0313414285360352,False
2016-03-24,Delhi,450.7,86.4,157.4,19.8,210.4,15.8,5.92,68.3,32.4,10.87,10.29,1.63,177.9,Good,0.0,,,,1.3943103526049652,False,-0.0922608749523026,False
2016-03-25,Delhi,467.8,355.3,18.7,48.6,212.9,7.7,1.45,26.8,171.1,11.54,24.98,2.28,138.5,Severe,0.0,,,,1.5148533920115708,False,-0.1035667984054278,False
2016-03-26,Delhi,337.6,82.2,11.1,66.9,206.2,45.8,7.56,63.3,35.0,18.43,18.5,0.12,441.3,Good,0.0,,,,0.5970344603893466,False,-0.1078296503506733,False
2016-03-27,Delhi,39.6,292.1,81.8,143.9,97.8,22.9,8.45,73.3,57.3,17.34,28.61,5.18,404.1,Moderate,0.0,,,,-1.503657103538632,False,-0.0656758271824871,False
2016-03-28,Delhi,19.7,564.3,80.4,108.6,106.3,10.4,8.42,4.1,56.6,4.49,1.84,7.53,301.2,Satisfactory,0.0,,,,-1.6439381844855006,False,-0.0454332387036153,False
2016-03-29,Delhi,361.4,402.9,33.6,71.5,85.8,48.1,4.14,31.5,130.0,10.66,15.85,4.82,377.5,Good,0.0,,,,0.7648078134815809,False,-0.1363479578927227,False
2016-03-30,Delhi,91.5,316.5,102.8,146.0,21.1,37.9,8.01,35.4,98.3,3.35,18.41,5.13,58.5,Good,0.0,,,,-1.1377984049887593,False,-0.0769316837443193,False
2016-03-31,Delhi,473.5,176.9,40.4,37.5,58.4,39.0,4.13,94.0,189.3,15.7,19.13,9.8,145.6,Poor,0.0,,,,1.555034405147106,False,-0.0642979391632655,False
2016-04-01,Delhi,410.4,296.4,186.5,105.7,237.8,46.5,5.58,17.4,68.0,2.92,11.56,4.82,347.0,Satisfactory,0.0,,,,1.110223540436181,False,-0.1247495250044145,False
2016-04-02,Delhi,182.1,269.3,87.2,66.4,161.0,15.8,4.22,6.8,186.1,0.7,26.05,8.52,391.4,Poor,0.0,,,,-0.4991317751502531,False,-0.0889081123041239,False
2016-04-03,Delhi,151.7,490.0,60.5,93.3,75.6,33.4,2.75,46.3,95.2,6.09,19.8,1.25,365.2,Very Poor,0.0,,,,-0.7134305118731074,False,-0.1263455319100423,False
2016-04-04,Delhi,490.2,147.7,28.1,102.7,241.2,6.0,1.14,56.9,44.6,8.51,16.19,7.58,19.4,Moderate,0.0,,,,1.6727577243336738,False,-0.0602979741473649,False
2016-04-05,Delhi,178.6,464.0,69.2,21.1,41.2,45.4,5.81,45.0,77.2,5.81,6.43,7.99,140.9,Moderate,0.0,,,,-0.5238043270755817,False,-0.1168366189201205,False
2016-04-06,Delhi,415.6,487.5,16.1,38.6,235.3,16.3,4.28,77.0,13.9,9.04,1.79,1.21,133.4,Good,0.0,,,,1.14687990329667,False,-0.0917025654112917,False
2016-04-07,Delhi,143.9,353.8,121.7,40.9,236.4,35.9,9.41,60.5,69.5,8.35,14.07,8.42,85.0,Poor,0.0,,,,-0.7684150561638395,False,-0.0975029576276547,False
2016-04-08,Delhi,418.6,509.5,28.9,103.7,202.7,37.6,7.39,78.5,68.1,19.8,8.32,3.17,326.7,Severe,0.0,,,,1.1680278049469517,False,-0.1028833620207027,False
2016-04-09,Delhi,152.9,563.1,75.2,8.8,66.8,20.5,6.12,83.6,98.9,11.97,27.87,2.41,140.3,Very Poor,0.0,,,,-0.7049713512129945,False,-0.0837310693027383,False
2016-04-10,Delhi,252.9,169.6,140.1,97.8,83.7,2.9,2.64,72.4,79.7,16.6,22.64,6.08,78.5,Very Poor,0.0,,,,-4.129620360575332e-05,False,-0.1290614169160058,False
2016-04-11,Delhi,477.8,525.2,139.7,25.6,50.2,0.4,1.79,40.8,166.1,7.26,21.52,0.44,479.9,Poor,0.0,,,,1.5853463975125095,False,-0.0547923230550558,False
2016-04-12,Delhi,184.3,76.9,8.6,68.0,160.3,47.0,6.07,22.2,61.4,4.75,2.72,9.78,319.5,Very Poor,0.0,,,,-0.4836233139400464,False,-0.1214576963029587,False
2016-04-13,Delhi,353.0,5.2,77.4,144.4,125.2,36.0,5.68,49.6,194.4,0.38,4.62,3.82,379.6,Good,0.0,,,,0.7055936888607923,False,-0.0569902151490671,False
2016-04-14,Delhi,61.9,379.0,151.1,37.3,7.3,32.8,8.85,66.8,113.4,11.63,23.21,0.76,130.7,Moderate,0.0,,,,-1.3464577012715384,False,-0.0884939469471168,False
2016-04-15,Delhi,462.0,14.2,146.9,123.3,163.0,26.7,5.98,0.0,128.6,15.43,3.42,1.97,38.8,Very Poor,0.0,,,,1.473967448821026,False,-0.0447066144947373,False
2016-04-16,Delhi,355.0,413.8,166.8,126.6,49.4,23.3,5.87,40.3,175.7,14.79,25.82,8.07,481.0,Poor,0.0,,,,0.7196922899609801,False,-0.0982719981642351,False
2016-04-17,Delhi,301.7,344.1,64.3,125.4,236.6,31.6,5.99,58.9,120.1,5.14,9.45,7.51,375.3,Good,0.0,,,,0.3439645706409758,False,-0.1355544580156387,False
2016-04-18,Delhi,273.3,588.1,108.9,55.0,189.3,44.6,1.8,88.6,64.3,6.99,1.84,1.45,41.7,Poor,0.0,,,,0.1437644350183096,False,-0.0679061510088433,False
2016-04-19,Delhi,130.4,237.8,108.4,3.5,34.3,44.1,8.23,80.9,113.8,18.56,11.26,6.42,72.5,Satisfactory,0.0,,,,-0.863580613590107,False,-0.0732816290174793,False
2016-04-20,Delhi,316.3,242.4,44.5,0.7,68.9,34.0,1.96,0.7,186.0,9.78,12.85,4.85,207.3,Severe,0.0,,,,0.4468843586723467,False,-0.0590976991428273,False
2016-04-21,Delhi,182.2,12.4,163.9,137.6,246.9,38.0,7.6,80.0,168.2,16.11,8.8,4.72,483.9,Moderate,0.0,,,,-0.4984268450952437,False,-0.0526218067398064,False
2016-04-22,Delhi,380.5,462.0,51.0,146.0,111.0,37.4,4.1,44.7,117.0,0.52,6.59,0.26,63.1,Moderate,0.0,,,,0.8994494539883743,False,-0.0797964103866349,False
