date,year,month,season,pm2.5,pm10,no2,so2,co,o3,temperature_celsius,humidity,wind_kph,fire_count_all_india,pm25_7day_avg,pm25_7day_std,pm25_deviation,aqi,aqi_bucket,lstm_score,lstm_label
2016-06-13,2016,6,monsoon,273.7,87.7,147.2,63.2,0.39,24.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,198.3571428571429,122.59439705988272,75.34285714285713,489.4,Poor,0.042736925,False
2016-06-14,2016,6,monsoon,243.1,353.1,36.0,5.9,6.05,164.1,25.19476184523065,79.58532316539568,9.585448181022628,0.0,182.45714285714283,104.92790949254716,60.64285714285717,470.0,Severe,0.04268631,False
2016-06-15,2016,6,monsoon,407.6,590.7,144.2,84.8,2.45,197.1,25.19476184523065,79.58532316539568,9.585448181022628,0.0,221.47142857142856,131.52554522836644,186.12857142857143,289.8,Moderate,0.04474899,False
2016-06-16,2016,6,monsoon,309.9,99.2,5.1,29.4,2.63,80.6,25.19476184523065,79.58532316539568,9.585448181022628,0.0,234.28571428571428,135.68490985332448,75.6142857142857,477.0,Moderate,0.04536316,False
2016-06-17,2016,6,monsoon,376.1,279.1,107.6,3.4,2.16,9.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,284.42857142857144,107.40488372331644,91.67142857142858,52.1,Satisfactory,0.044746745,False
2016-06-18,2016,6,monsoon,35.3,242.8,106.4,27.9,2.18,99.3,25.19476184523065,79.58532316539568,9.585448181022628,0.0,246.17142857142852,141.8250179421309,-210.87142857142857,250.1,Satisfactory,0.044131383,False
2016-06-19,2016,6,monsoon,197.2,20.8,78.2,36.9,1.21,143.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,263.2714285714286,124.22244448683888,-66.07142857142861,218.0,Severe,0.044095278,False
2016-06-20,2016,6,monsoon,390.9,495.5,84.5,69.9,8.72,48.2,25.19476184523065,79.58532316539568,9.585448181022628,0.0,280.0142857142857,133.4199688773692,110.8857142857143,84.7,Severe,0.045383643,False
2016-06-21,2016,6,monsoon,234.3,327.2,131.7,81.9,2.01,156.0,25.19476184523065,79.58532316539568,9.585448181022628,0.0,278.75714285714287,133.86647398487392,-44.457142857142856,396.3,Very Poor,0.045476913,False
2016-06-22,2016,6,monsoon,40.5,348.0,100.6,20.5,0.33,118.3,25.19476184523065,79.58532316539568,9.585448181022628,0.0,226.3142857142857,146.30767157570642,-185.8142857142857,102.6,Satisfactory,0.044345036,False
2016-06-23,2016,6,monsoon,58.5,134.0,78.0,57.0,5.88,184.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,190.40000000000003,153.06960290447384,-131.90000000000003,39.0,Poor,0.044864945,False
2016-06-24,2016,6,monsoon,303.7,322.1,68.4,90.0,4.75,93.0,25.19476184523065,79.58532316539568,9.585448181022628,0.0,180.05714285714288,140.3480181209416,123.64285714285712,316.1,Very Poor,0.043231715,False
2016-06-25,2016,6,monsoon,128.6,592.7,75.9,23.5,3.42,127.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,193.3857142857143,128.215345266878,-64.7857142857143,273.4,Good,0.042457577,False
2016-06-26,2016,6,monsoon,57.9,79.3,115.2,48.2,9.55,168.1,25.19476184523065,79.58532316539568,9.585448181022628,0.0,173.48571428571427,137.96425175350575,-115.58571428571426,335.1,Moderate,0.042449147,False
2016-06-27,2016,6,monsoon,440.3,491.8,77.7,88.3,9.24,44.4,25.19476184523065,79.58532316539568,9.585448181022628,0.0,180.5428571428572,151.53496689040503,259.75714285714287,311.3,Poor,0.043732416,False
2016-06-28,2016,6,monsoon,90.5,540.1,145.0,3.3,2.63,38.8,25.19476184523065,79.58532316539568,9.585448181022628,0.0,160.0,152.77483431507932,-69.5,328.0,Poor,0.044643432,False
2016-06-29,2016,6,monsoon,51.6,557.4,4.9,32.0,6.46,130.2,25.19476184523065,79.58532316539568,9.585448181022628,0.0,161.58571428571432,151.378999298355,-109.98571428571432,137.5,Very Poor,0.044332482,False
2016-06-30,2016,6,monsoon,85.2,278.1,5.0,57.0,6.05,70.3,25.19476184523065,79.58532316539568,9.585448181022628,0.0,165.40000000000003,148.66062020589024,-80.20000000000003,379.2,Severe,0.044614863,False
2016-07-01,2016,7,monsoon,274.1,502.1,80.7,66.0,2.08,137.2,25.19476184523065,79.58532316539568,9.585448181022628,0.0,161.17142857142858,144.43194146131822,112.92857142857144,236.2,Good,0.043235507,False
2016-07-02,2016,7,monsoon,232.3,258.0,12.6,75.5,6.64,9.2,25.19476184523065,79.58532316539568,9.585448181022628,0.0,175.9857142857143,145.8456081908927,56.31428571428572,477.9,Moderate,0.043737214,False
2016-07-03,2016,7,monsoon,141.5,65.9,14.1,90.4,4.36,55.4,25.19476184523065,79.58532316539568,9.585448181022628,0.0,187.92857142857147,137.7632354716563,-46.42857142857147,481.8,Severe,0.043911017,False
2016-07-04,2016,7,monsoon,258.7,507.5,60.8,5.6,2.86,50.0,25.19476184523065,79.58532316539568,9.585448181022628,0.0,161.9857142857143,91.72266947291732,96.7142857142857,41.1,Very Poor,0.04392275,False
2016-07-05,2016,7,monsoon,202.7,364.8,83.8,79.9,3.52,3.4,25.19476184523065,79.58532316539568,9.585448181022628,0.0,178.0142857142857,86.82101183030555,24.685714285714283,207.8,Poor,0.043178435,False
2016-07-06,2016,7,monsoon,417.2,342.4,123.7,42.2,6.46,112.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,230.2428571428572,105.9573791223443,186.95714285714283,169.4,Satisfactory,0.042790018,False
2016-07-07,2016,7,monsoon,477.4,600.0,87.6,20.3,0.07,165.2,25.19476184523065,79.58532316539568,9.585448181022628,0.0,286.2714285714286,119.32910673547252,191.12857142857132,110.6,Severe,0.045081325,False
2016-07-08,2016,7,monsoon,170.2,134.5,100.9,12.4,1.8,151.0,25.19476184523065,79.58532316539568,9.585448181022628,0.0,271.42857142857144,127.29157754653596,-101.22857142857146,230.4,Moderate,0.04515479,False
2016-07-09,2016,7,monsoon,343.1,94.4,105.3,43.6,1.77,6.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,287.25714285714287,128.49826013274628,55.84285714285716,208.4,Very Poor,0.046301056,False
2016-07-10,2016,7,monsoon,15.2,409.6,33.3,44.7,6.5,120.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,269.2142857142857,157.8828408300645,-254.01428571428573,360.8,Moderate,0.046344664,False
2016-07-11,2016,7,monsoon,261.3,584.7,67.4,8.7,2.91,33.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,269.5857142857143,157.85703900018152,-8.285714285714278,141.1,Good,0.047191076,False
2016-07-12,2016,7,monsoon,236.0,378.2,16.9,58.9,4.15,159.4,25.19476184523065,79.58532316539568,9.585448181022628,0.0,274.3428571428572,155.9962377446208,-38.34285714285716,161.1,Satisfactory,0.04683165,False
2016-07-13,2016,7,monsoon,259.3,568.9,145.6,17.2,2.54,193.0,25.19476184523065,79.58532316539568,9.585448181022628,0.0,251.78571428571428,142.74996122091056,7.514285714285734,43.3,Satisfactory,0.046708513,False
2016-07-14,2016,7,monsoon,129.8,484.9,136.2,49.5,6.02,94.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,202.1285714285714,107.22499264452776,-72.3285714285714,278.9,Poor,0.04639247,False
2016-07-15,2016,7,monsoon,107.3,185.9,131.2,45.0,9.15,80.0,25.19476184523065,79.58532316539568,9.585448181022628,0.0,193.1428571428572,112.83543853983184,-85.84285714285714,387.8,Moderate,0.044805788,False
2016-07-16,2016,7,monsoon,336.7,564.4,96.8,51.8,6.53,102.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,192.22857142857143,111.43508894248266,144.47142857142856,421.0,Very Poor,0.04422439,False
2016-07-17,2016,7,monsoon,58.0,522.7,85.1,18.5,3.32,125.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,198.3428571428572,100.76637761248958,-140.34285714285713,29.2,Severe,0.043362662,False
2016-07-18,2016,7,monsoon,97.5,433.3,92.1,23.8,6.42,109.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,174.94285714285712,102.70989658812248,-77.44285714285712,481.9,Satisfactory,0.042508528,False
2016-07-19,2016,7,monsoon,383.8,372.8,5.9,58.9,0.77,131.6,25.19476184523065,79.58532316539568,9.585448181022628,0.0,196.05714285714288,129.1437036424005,187.7428571428572,46.2,Good,0.042915158,False
2016-07-20,2016,7,monsoon,447.1,18.8,31.5,52.8,6.45,3.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,222.8857142857143,160.2357786572798,224.2142857142857,169.2,Severe,0.044764567,False
2016-07-21,2016,7,monsoon,487.3,18.4,96.3,50.4,2.05,176.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,273.95714285714286,181.2203801741853,213.3428571428572,322.3,Satisfactory,0.046457157,False
2016-07-22,2016,7,monsoon,62.1,15.3,73.6,54.4,7.75,70.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,267.50000000000006,188.79527713019388,-205.4000000000001,83.0,Moderate,0.046710238,False
2016-07-23,2016,7,monsoon,31.2,204.9,60.8,1.0,8.55,0.2,25.19476184523065,79.58532316539568,9.585448181022628,0.0,223.8571428571429,204.76738719127823,-192.65714285714287,218.8,Severe,0.047793537,False
2016-07-24,2016,7,monsoon,457.7,36.5,109.1,64.4,7.4,127.6,25.19476184523065,79.58532316539568,9.585448181022628,0.0,280.95714285714286,206.53051313823565,176.74285714285713,140.1,Severe,0.049336404,False
2016-07-25,2016,7,monsoon,93.4,19.3,108.5,80.3,9.77,14.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,280.37142857142857,207.14241247899744,-186.97142857142856,326.8,Severe,0.051177956,False
2016-07-26,2016,7,monsoon,28.7,3.4,148.0,16.1,1.2,117.0,25.19476184523065,79.58532316539568,9.585448181022628,0.0,229.6428571428572,220.6336318964304,-200.9428571428572,401.6,Good,0.052077208,False
2016-07-27,2016,7,monsoon,226.0,19.2,42.9,61.0,0.4,101.0,25.19476184523065,79.58532316539568,9.585448181022628,0.0,198.05714285714288,199.08844648499692,27.94285714285712,375.1,Good,0.050956044,False
2016-07-28,2016,7,monsoon,364.1,401.5,11.9,20.5,5.72,131.2,25.19476184523065,79.58532316539568,9.585448181022628,0.0,180.45714285714288,172.99216607641367,183.6428571428572,160.6,Moderate,0.04997703,False
2016-07-29,2016,7,monsoon,2.7,188.4,63.2,19.8,7.99,126.1,25.19476184523065,79.58532316539568,9.585448181022628,0.0,171.97142857142856,181.03538985776325,-169.27142857142857,10.5,Poor,0.049490575,False
2016-07-30,2016,7,monsoon,22.8,347.2,9.7,44.8,0.97,60.2,25.19476184523065,79.58532316539568,9.585448181022628,0.0,170.77142857142857,182.14843502196865,-147.97142857142856,107.3,Very Poor,0.050180517,False
2016-07-31,2016,7,monsoon,11.8,304.8,110.9,8.5,8.51,17.0,25.19476184523065,79.58532316539568,9.585448181022628,0.0,107.07142857142856,137.60353331565392,-95.27142857142856,20.0,Poor,0.05097499,False
2016-08-01,2016,8,monsoon,76.5,63.5,45.7,17.6,0.12,113.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,104.65714285714284,138.03097305970647,-28.157142857142844,436.6,Very Poor,0.0509303,False
2016-08-02,2016,8,monsoon,191.1,218.7,141.8,59.8,1.03,123.8,25.19476184523065,79.58532316539568,9.585448181022628,0.0,127.85714285714286,136.77871249019748,63.24285714285713,203.8,Severe,0.050335832,False
2016-08-03,2016,8,monsoon,28.2,579.6,23.4,28.5,8.87,194.4,25.19476184523065,79.58532316539568,9.585448181022628,0.0,99.6,133.51701514538593,-71.4,265.9,Satisfactory,0.051893357,False
2016-08-04,2016,8,monsoon,62.6,41.3,78.2,67.0,3.3,12.4,25.19476184523065,79.58532316539568,9.585448181022628,0.0,56.52857142857143,65.04290159286319,6.0714285714285765,433.2,Moderate,0.052173574,False
2016-08-05,2016,8,monsoon,195.3,558.2,112.1,77.8,0.67,123.3,25.19476184523065,79.58532316539568,9.585448181022628,0.0,84.04285714285713,77.9361032543715,111.25714285714288,446.7,Severe,0.052824877,False
2016-08-06,2016,8,monsoon,392.6,323.6,84.8,13.9,9.32,117.3,25.19476184523065,79.58532316539568,9.585448181022628,0.0,136.8714285714286,134.39062112967173,255.72857142857143,437.2,Moderate,0.051625837,False
2016-08-07,2016,8,monsoon,101.3,587.9,104.5,9.0,8.5,78.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,149.65714285714284,124.39398239924144,-48.35714285714285,342.2,Good,0.052116454,False
2016-08-08,2016,8,monsoon,215.4,66.5,8.3,51.2,6.73,24.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,169.5,121.83127677242798,45.900000000000006,476.6,Severe,0.052069012,False
2016-08-09,2016,8,monsoon,357.6,189.5,7.8,25.2,3.23,39.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,193.28571428571428,141.42836147170556,164.31428571428577,278.5,Poor,0.052290414,False
2016-08-10,2016,8,monsoon,264.1,168.4,3.7,77.0,2.88,0.0,25.19476184523065,79.58532316539568,9.585448181022628,0.0,226.9857142857143,122.35428651490491,37.11428571428573,188.8,Very Poor,0.052583613,False
2016-08-11,2016,8,monsoon,287.8,277.9,79.4,17.9,3.82,81.6,25.19476184523065,79.58532316539568,9.585448181022628,0.0,259.1571428571429,99.37650388200208,28.64285714285711,20.0,Poor,0.052010138,False
2016-08-12,2016,8,monsoon,290.1,300.9,18.0,21.8,9.76,22.6,25.19476184523065,79.58532316539568,9.585448181022628,0.0,272.7,95.61206339509012,17.400000000000034,471.5,Severe,0.050856475,False
2016-08-13,2016,8,monsoon,110.1,514.6,17.5,38.4,3.59,135.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,232.3428571428572,96.18719348476807,-122.24285714285716,95.7,Good,0.051075872,False
2016-08-14,2016,8,monsoon,209.9,212.3,0.4,1.1,5.05,108.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,247.8571428571429,78.69610022406592,-37.95714285714288,52.4,Good,0.05068476,False
2016-08-15,2016,8,monsoon,87.8,563.0,122.9,97.5,9.93,125.1,25.19476184523065,79.58532316539568,9.585448181022628,0.0,229.62857142857143,99.49649431488729,-141.82857142857142,429.3,Good,0.052769113,False
2016-08-16,2016,8,monsoon,184.2,0.8,87.9,71.2,1.95,4.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,204.8571428571429,82.45101287315707,-20.6571428571429,105.6,Satisfactory,0.052955825,False
2016-08-17,2016,8,monsoon,203.8,512.4,38.6,14.1,4.08,178.1,25.19476184523065,79.58532316539568,9.585448181022628,0.0,196.2428571428572,78.27406673866834,7.55714285714285,473.3,Good,0.05377588,False
2016-08-18,2016,8,monsoon,14.3,585.8,74.5,95.6,2.92,126.3,25.19476184523065,79.58532316539568,9.585448181022628,0.0,157.17142857142858,92.0103565599311,-142.87142857142857,327.8,Severe,0.05442391,False
2016-08-19,2016,8,monsoon,15.1,311.2,14.6,69.5,9.91,155.4,25.19476184523065,79.58532316539568,9.585448181022628,0.0,117.88571428571429,84.16862892573454,-102.78571428571428,136.4,Good,0.053772632,False
2016-08-20,2016,8,monsoon,112.9,295.1,76.2,72.9,2.45,85.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,118.28571428571428,84.13210700185353,-5.385714285714286,477.1,Moderate,0.05162691,False
2016-08-21,2016,8,monsoon,350.2,309.1,12.0,3.5,9.75,180.8,25.19476184523065,79.58532316539568,9.585448181022628,0.0,138.32857142857142,119.05762910296411,211.87142857142857,468.0,Poor,0.05313869,False
2016-08-22,2016,8,monsoon,304.1,591.0,96.6,11.4,2.34,172.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,169.22857142857143,131.20700837843611,134.8714285714286,85.8,Severe,0.05282114,False
2016-08-23,2016,8,monsoon,118.5,267.6,73.1,1.3,9.66,171.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,159.84285714285716,132.3028578318554,-41.34285714285716,350.8,Satisfactory,0.052317984,False
2016-08-24,2016,8,monsoon,336.7,442.9,37.5,55.3,5.3,127.2,25.19476184523065,79.58532316539568,9.585448181022628,0.0,178.82857142857142,148.23814977130215,157.87142857142857,192.7,Moderate,0.05027377,False
2016-08-25,2016,8,monsoon,243.3,118.4,27.0,82.9,9.44,13.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,211.5428571428572,130.02732862931614,31.75714285714284,188.5,Moderate,0.049293935,False
2016-08-26,2016,8,monsoon,222.8,5.5,134.7,52.0,5.33,6.2,25.19476184523065,79.58532316539568,9.585448181022628,0.0,241.2142857142857,97.31119203482255,-18.41428571428571,298.3,Very Poor,0.050233766,False
2016-08-27,2016,8,monsoon,63.1,138.7,33.1,14.6,1.79,189.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,234.1,109.33332825203246,-171.0,414.6,Poor,0.051104784,False
2016-08-28,2016,8,monsoon,217.4,572.1,82.6,67.2,8.26,19.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,215.12857142857143,96.61170933666568,2.271428571428572,256.2,Good,0.05146363,False
2016-08-29,2016,8,monsoon,394.4,582.9,69.7,56.0,0.57,159.1,25.19476184523065,79.58532316539568,9.585448181022628,0.0,228.02857142857144,114.78994895439402,166.37142857142854,495.1,Moderate,0.052197035,False
2016-08-30,2016,8,monsoon,485.5,57.5,39.2,29.5,6.56,158.0,25.19476184523065,79.58532316539568,9.585448181022628,0.0,280.45714285714286,137.90947341333342,205.0428571428572,100.1,Very Poor,0.05228298,False
2016-08-31,2016,8,monsoon,182.1,270.8,47.5,48.3,1.76,20.0,25.19476184523065,79.58532316539568,9.585448181022628,0.0,258.37142857142857,139.76799483770387,-76.27142857142857,316.1,Moderate,0.051320788,False
2016-09-01,2016,9,monsoon,114.4,506.6,136.8,52.9,5.54,84.6,25.19476184523065,79.58532316539568,9.585448181022628,0.0,239.95714285714288,150.18742576242153,-125.55714285714284,223.1,Very Poor,0.051356696,False
2016-09-02,2016,9,monsoon,30.8,35.0,139.6,99.8,6.99,31.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,212.5285714285714,170.06059424301006,-181.7285714285714,197.8,Severe,0.052126992,False
2016-09-03,2016,9,monsoon,328.3,160.2,80.1,5.0,7.59,188.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,250.4142857142857,160.4942722609485,77.88571428571427,355.0,Satisfactory,0.052143723,False
2016-09-04,2016,9,monsoon,89.0,305.8,148.2,30.3,1.76,124.1,25.19476184523065,79.58532316539568,9.585448181022628,0.0,232.07142857142856,171.83319153843857,-143.07142857142858,499.7,Poor,0.052204292,False
2016-09-05,2016,9,monsoon,356.8,43.4,148.4,65.2,4.7,26.3,25.19476184523065,79.58532316539568,9.585448181022628,0.0,226.7,166.41542396464737,130.1,74.7,Severe,0.053010195,False
2016-09-06,2016,9,monsoon,450.7,525.3,98.7,95.8,2.74,51.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,221.72857142857143,157.68645803498484,228.97142857142853,450.3,Moderate,0.053759597,False
2016-09-07,2016,9,monsoon,92.9,445.5,124.0,27.3,4.78,68.2,25.19476184523065,79.58532316539568,9.585448181022628,0.0,208.98571428571427,164.863493316657,-116.08571428571426,205.8,Good,0.05326466,False
2016-09-08,2016,9,monsoon,331.7,515.6,44.3,73.6,9.36,16.4,25.19476184523065,79.58532316539568,9.585448181022628,0.0,240.02857142857144,164.54308163604364,91.67142857142856,70.6,Poor,0.0535081,False
2016-09-09,2016,9,monsoon,215.9,371.7,58.9,68.5,2.04,124.0,25.19476184523065,79.58532316539568,9.585448181022628,0.0,266.4714285714286,138.0564946472485,-50.57142857142858,63.2,Moderate,0.052103218,False
2016-09-10,2016,9,monsoon,387.1,136.9,99.8,84.8,2.61,53.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,274.87142857142857,144.10189351388055,112.22857142857146,277.1,Moderate,0.053281587,False
2016-09-11,2016,9,monsoon,410.0,294.3,141.6,70.8,9.6,71.6,25.19476184523065,79.58532316539568,9.585448181022628,0.0,320.7285714285714,124.88897354965258,89.2714285714286,87.5,Moderate,0.053241476,False
2016-09-12,2016,9,monsoon,97.9,174.0,110.4,47.0,2.58,68.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,283.74285714285713,148.52573129644207,-185.8428571428572,340.6,Poor,0.052908186,False
2016-09-13,2016,9,monsoon,336.0,161.4,20.8,48.7,8.91,146.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,267.35714285714283,132.49907996086702,68.64285714285717,204.1,Satisfactory,0.052747183,False
2016-09-14,2016,9,monsoon,266.3,284.5,123.5,41.2,7.71,141.8,25.19476184523065,79.58532316539568,9.585448181022628,0.0,292.12857142857143,108.47925630100497,-25.828571428571426,85.9,Very Poor,0.050645042,False
2016-09-15,2016,9,monsoon,175.4,483.0,51.6,14.5,0.12,0.4,25.19476184523065,79.58532316539568,9.585448181022628,0.0,269.8,114.8739889328014,-94.4,341.5,Poor,0.051159646,False
2016-09-16,2016,9,monsoon,316.5,478.1,36.4,98.9,1.71,80.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,284.1714285714285,113.288800774624,32.32857142857148,216.2,Moderate,0.051296014,False
2016-09-17,2016,9,monsoon,244.1,292.7,31.7,32.8,5.08,76.8,25.19476184523065,79.58532316539568,9.585448181022628,0.0,263.74285714285713,104.1603388554215,-19.64285714285714,161.3,Good,0.049403418,False
2016-09-18,2016,9,monsoon,20.3,227.4,30.5,50.1,0.48,170.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,208.07142857142856,116.38612051107732,-187.77142857142857,157.1,Poor,0.04936197,False
2016-09-19,2016,9,monsoon,135.9,334.6,113.6,1.4,5.49,39.8,25.19476184523065,79.58532316539568,9.585448181022628,0.0,213.5,111.15983987034151,-77.6,467.2,Very Poor,0.049997993,False
2016-09-20,2016,9,monsoon,44.7,426.3,139.2,67.0,1.35,108.2,25.19476184523065,79.58532316539568,9.585448181022628,0.0,171.8857142857143,112.17843566644768,-127.1857142857143,391.6,Poor,0.048535958,False
2016-09-21,2016,9,monsoon,272.9,203.8,78.3,21.5,7.06,166.8,25.19476184523065,79.58532316539568,9.585448181022628,0.0,172.82857142857142,113.12796168183012,100.07142857142856,195.4,Moderate,0.04746917,False
2016-09-22,2016,9,monsoon,394.7,151.0,137.7,19.6,8.02,171.1,25.19476184523065,79.58532316539568,9.585448181022628,0.0,204.15714285714287,140.912252331523,190.54285714285712,47.7,Very Poor,0.047589332,False
2016-09-23,2016,9,monsoon,153.9,165.4,102.2,62.9,2.35,18.6,25.19476184523065,79.58532316539568,9.585448181022628,0.0,180.9285714285714,132.45469306251718,-27.028571428571382,37.6,Satisfactory,0.04755698,False
2016-09-24,2016,9,monsoon,198.0,474.8,85.2,65.1,2.9,155.0,25.19476184523065,79.58532316539568,9.585448181022628,0.0,174.34285714285713,129.91194270405924,23.65714285714288,22.6,Severe,0.046155743,False
2016-09-25,2016,9,monsoon,205.8,182.7,45.0,12.6,4.76,7.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,200.8428571428572,110.760460110138,4.957142857142856,18.5,Good,0.04571655,False
2016-09-26,2016,9,monsoon,445.0,373.7,41.1,95.1,8.11,148.6,25.19476184523065,79.58532316539568,9.585448181022628,0.0,245.0,138.65631371608487,200.0,70.8,Good,0.045681596,False
2016-09-27,2016,9,monsoon,339.6,31.2,36.3,9.7,5.14,103.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,287.12857142857143,109.36086616161704,52.47142857142859,213.9,Moderate,0.04570484,False
2016-09-28,2016,9,monsoon,138.9,267.9,119.5,52.2,4.94,169.0,25.19476184523065,79.58532316539568,9.585448181022628,0.0,267.9857142857143,123.1279203182804,-129.08571428571432,319.6,Moderate,0.04438501,False
2016-09-29,2016,9,monsoon,322.2,21.3,46.3,51.6,8.34,154.8,25.19476184523065,79.58532316539568,9.585448181022628,0.0,257.62857142857143,113.35394000336176,64.57142857142856,86.8,Satisfactory,0.043797337,False
2016-09-30,2016,9,monsoon,285.6,493.7,32.0,67.9,5.27,144.3,25.19476184523065,79.58532316539568,9.585448181022628,0.0,276.4428571428572,103.7943777723192,9.157142857142844,342.1,Very Poor,0.043966997,False
2016-10-01,2016,10,post-monsoon,188.0,595.2,56.5,88.8,9.04,167.3,25.19476184523065,79.58532316539568,9.585448181022628,0.0,275.01428571428573,105.1143889384551,-87.01428571428573,379.4,Severe,0.045130696,False
2016-10-02,2016,10,post-monsoon,270.2,564.9,32.2,8.7,5.57,25.1,25.19476184523065,79.58532316539568,9.585448181022628,0.0,284.2142857142857,100.77556629414109,-14.014285714285734,438.6,Severe,0.04391927,False
2016-10-03,2016,10,post-monsoon,49.5,299.2,139.7,39.5,0.63,81.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,227.7142857142857,106.32284841574776,-178.21428571428572,475.7,Poor,0.044026177,False
2016-10-04,2016,10,post-monsoon,383.2,251.9,87.0,32.7,7.5,5.5,25.19476184523065,79.58532316539568,9.585448181022628,0.0,233.94285714285712,114.90076670969684,149.25714285714287,391.1,Very Poor,0.043819882,False
2016-10-05,2016,10,post-monsoon,185.2,7.8,142.6,25.5,5.07,194.6,25.19476184523065,79.58532316539568,9.585448181022628,0.0,240.55714285714285,109.73422220897874,-55.35714285714286,130.9,Severe,0.044131394,False
2016-10-06,2016,10,post-monsoon,322.2,240.7,143.1,46.2,1.24,105.7,25.19476184523065,79.58532316539568,9.585448181022628,0.0,240.55714285714285,109.73422220897874,81.64285714285714,172.8,Poor,0.04289727,False
2016-10-07,2016,10,post-monsoon,320.4,466.4,25.8,68.1,5.93,16.3,25.19476184523065,79.58532316539568,9.585448181022628,0.0,245.5285714285714,112.858771838756,74.87142857142857,458.8,Severe,0.043237653,False
2016-10-08,2016,10,post-monsoon,269.2,313.6,100.6,14.8,7.6,60.3,25.19476184523065,79.58532316539568,9.585448181022628,0.0,257.12857142857143,110.09957181699544,12.071428571428555,168.7,Satisfactory,0.041914668,False
2016-10-09,2016,10,post-monsoon,217.1,242.5,75.5,12.0,6.05,105.0,25.19476184523065,79.58532316539568,9.585448181022628,0.0,249.5428571428572,110.8753933798788,-32.44285714285715,381.2,Poor,0.041766755,False
2016-10-10,2016,10,post-monsoon,369.7,52.5,130.7,14.8,4.73,149.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,295.2857142857143,74.75944597109344,74.41428571428571,181.0,Poor,0.04180551,False
2016-10-11,2016,10,post-monsoon,65.7,127.1,32.9,12.7,0.6,46.4,25.19476184523065,79.58532316539568,9.585448181022628,0.0,249.92857142857144,103.37120350603315,-184.2285714285714,38.7,Moderate,0.042015422,False
2016-10-12,2016,10,post-monsoon,159.6,44.3,14.0,37.1,3.86,85.9,25.19476184523065,79.58532316539568,9.585448181022628,0.0,246.27142857142857,106.44988984315133,-86.67142857142858,215.4,Poor,0.042252693,False
2016-10-13,2016,10,post-monsoon,124.0,366.5,60.9,58.4,3.75,39.8,25.19476184523065,79.58532316539568,9.585448181022628,0.0,217.95714285714288,109.21136780181274,-93.95714285714286,15.6,Severe,0.041599926,False
2016-10-14,2016,10,post-monsoon,209.5,573.8,100.9,73.8,0.64,83.0,25.19476184523065,79.58532316539568,9.585448181022628,0.0,202.11428571428573,99.48429404637048,7.385714285714272,230.2,Very Poor,0.04244732,False
2016-10-15,2016,10,post-monsoon,97.2,296.6,35.3,61.3,5.49,59.3,25.19476184523065,79.58532316539568,9.585448181022628,0.0,177.54285714285717,101.37634268971613,-80.34285714285717,208.4,Good,0.040962636,False
2016-10-16,2016,10,post-monsoon,44.1,518.3,46.5,40.2,6.23,172.6,25.19476184523065,79.58532316539568,9.585448181022628,0.0,152.82857142857142,110.77727977471548,-108.72857142857144,358.3,Moderate,0.040642373,False
